Ticker,Company Name,Exchange ,Sector,Industry,CEO,Issue Type
AFB,AllianceBernstein National Municipal Income Fund Inc,New York Stock Exchange,Financial Services,Asset Management,Robert M. Keith,cs
AOI,Alliance One International Inc.,New York Stock Exchange,Consumer Defensive,Tobacco Products,J. Pieter Sikkel,cs
AWF,Alliancebernstein Global High Income Fund,New York Stock Exchange,Financial Services,Asset Management,Robert M. Keith,cs
AB,AllianceBernstein Holding L.P. Units,New York Stock Exchange,Financial Services,Asset Management,Seth Bernstein,cs
LNT,Alliant Energy Corporation,New York Stock Exchange,Utilities,Utilities - Regulated,Patricia L. Kampling,cs
CBH,AllianzGI Convertible & Income 2024 Target Term Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,Thomas J. Fuccillo,cs
NCV,AllianzGI Convertible & Income Fund,New York Stock Exchange,Financial Services,Asset Management,Thomas J. Fuccillo,cs
NCZ,AllianzGI Convertible & Income Fund II of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,Thomas J. Fuccillo,cs
ACV,AllianzGI Diversified Income & Convertible Fund of Beneficial Interest,New York Stock Exchange,Financial Services,Asset Management,Thomas J. Fuccillo,cs
NIE,AllianzGI Equity & Convertible Income Fund,New York Stock Exchange,Financial Services,Asset Management,Thomas J. Fuccillo,cs
NFJ,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,New York Stock Exchange,Financial Services,Asset Management,Thomas J. Fuccillo,cs
ALSN,Allison Transmission Holdings Inc.,New York Stock Exchange,Consumer Cyclical,Autos,David S. Graziosi / Lawrence E. Dewey,cs
ALL,Allstate Corporation (The),New York Stock Exchange,Financial Services,Insurance - Property & Casualty,Thomas J. Wilson,cs
ALLY,Ally Financial Inc.,New York Stock Exchange,Financial Services,Banks,Jeffrey J. Brown,cs
AYX,Alteryx Inc. Class A,New York Stock Exchange,Technology,Application Software,Dean A. Stoecker,cs
ATUS,Altice USA Inc. Class A,New York Stock Exchange,Communication Services,Communication Services,Dexter Goei,cs
MO,Altria Group Inc.,New York Stock Exchange,Consumer Defensive,Tobacco Products,Howard A. Willard,cs
ACH,Aluminum Corporation of China Limited American Depositary Shares,New York Stock Exchange,Basic Materials,Metals & Mining,,cs
AMBR,Amber Road Inc.,New York Stock Exchange,Technology,Application Software,James W. Preuninger,cs
ABEV,Ambev S.A. American Depositary Shares (Each representing 1),New York Stock Exchange,Consumer Defensive,Beverages - Alcoholic,Bernardo Pinto Paiva,cs
AMC,AMC Entertainment Holdings Inc. Class A,New York Stock Exchange,Consumer Cyclical,Entertainment,Adam M. Aron,cs
AEE,Ameren Corporation,New York Stock Exchange,Utilities,Utilities - Regulated,Warner L. Baxter,cs
AMRC,Ameresco Inc. Class A,New York Stock Exchange,Industrials,Engineering & Construction,George Sakellaris,cs
AMOV,America Movil S.A.B. de C.V. Class An Depositary Shares,New York Stock Exchange,Communication Services,Communication Services,Daniel Hajj Aboumrad,cs
AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,New York Stock Exchange,Communication Services,Communication Services,Daniel Hajj Aboumrad,cs
AAT,American Assets Trust Inc.,New York Stock Exchange,Real Estate,REITs,Ernest Rady,cs
AXL,American Axle & Manufacturing Holdings Inc.,New York Stock Exchange,Consumer Cyclical,Autos,David C. Dauch,cs
ACC,American Campus Communities Inc,New York Stock Exchange,Real Estate,REITs,William C. Bayless,cs
AEO,American Eagle Outfitters Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Jay L. Schottenstein,cs
AEP,American Electric Power Company Inc.,New York Stock Exchange,Utilities,Utilities - Regulated,Nicholas K. Akins,cs
AEL,American Equity Investment Life Holding Company,New York Stock Exchange,Financial Services,Insurance - Life,John M. Matovina,cs
AXP,American Express Company,New York Stock Exchange,Financial Services,Credit Services,Stephen J. Squeri,cs
AFG,American Financial Group Inc.,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,Carl H. Lindner / S. Craig Lindner,cs
AFGE,,,,,,
AFGH,,,,,,
AMH,American Homes 4 Rent of Beneficial Interest,New York Stock Exchange,Real Estate,REITs,David Singelyn,cs
AIG,American International Group Inc.,New York Stock Exchange,Financial Services,Insurance,Brian Duperreault,cs
AMID,American Midstream Partners LP representing Limited Partner Interests,New York Stock Exchange,Energy,Oil & Gas - Midstream,Lynn L. Bourdon,cs
ARL,American Realty Investors Inc.,New York Stock Exchange,Real Estate,Real Estate Services,Daniel J. Moos,cs
ARA,American Renal Associates Holdings Inc,New York Stock Exchange,Healthcare,Medical Diagnostics & Research,Joseph A. Carlucci,cs
AWR,American States Water Company,New York Stock Exchange,Utilities,Utilities - Regulated,Robert J. Sprowls,cs
AMT,American Tower Corporation (REIT),New York Stock Exchange,Communication Services,Communication Services,James D. Taiclet,cs
AVD,American Vanguard Corporation ($0.10 Par Value),New York Stock Exchange,Basic Materials,Agriculture,Eric Glenn Wintemute,cs
AWK,American Water Works Company Inc.,New York Stock Exchange,Utilities,Utilities - Regulated,Susan N. Story,cs
COLD,Americold Realty Trust,New York Stock Exchange,Real Estate,REITs,Fred W. Boehler,cs
APU,AmeriGas Partners L.P.,New York Stock Exchange,Utilities,Utilities - Regulated,Jerry E. Sheridan,cs
AMP,Ameriprise Financial Inc.,New York Stock Exchange,Financial Services,Asset Management,James M. Cracchiolo,cs
ABC,AmerisourceBergen Corporation,New York Stock Exchange,Healthcare,Medical Distribution,Steven H. Collis,cs
ANFI,Amira Nature Foods Ltd,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Karan A. Chanana,cs
AMN,AMN Healthcare Services Inc,New York Stock Exchange,Healthcare,Health Care Providers,Susan R. Salka,cs
AMRX,Amneal Pharmaceuticals Inc. Class A,New York Stock Exchange,Healthcare,Drug Manufacturers,,cs
AP,Ampco-Pittsburgh Corporation,New York Stock Exchange,Industrials,Industrial Products,John S. Stanik,cs
APH,Amphenol Corporation,New York Stock Exchange,Technology,Computer Hardware,Richard Adam Norwitt,cs
AXR,AMREP Corporation,New York Stock Exchange,Industrials,Business Services,Christopher V. Vitale,cs
AME,AMETEK Inc.,New York Stock Exchange,Industrials,Industrial Products,David A. Zapico,cs
AFSS,,,,,,
AFST,,,,,,
APC,Anadarko Petroleum Corporation,New York Stock Exchange,Energy,Oil & Gas - E&P,R.A. Walker,cs
ANDV,Andeavor,New York Stock Exchange,Energy,Oil & Gas - Refining & Marketing,Gregory J. Goff,cs
ANDX,Andeavor Logistics LP representing Limited Partner Interests,New York Stock Exchange,Energy,Oil & Gas - Midstream,Gregory J. Goff,cs
AU,AngloGold Ashanti Limited,New York Stock Exchange,Basic Materials,Metals & Mining,Srinivasan Venkatakrishnan,cs
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),New York Stock Exchange,Consumer Defensive,Beverages - Alcoholic,Carlos Alves De Brito,cs
AXE,Anixter International Inc.,New York Stock Exchange,Industrials,Industrial Distribution,Robert J. Eck,cs
NLY,Annaly Capital Management Inc,New York Stock Exchange,Real Estate,REITs,Kevin Keyes,cs
AMGP,Antero Midstream GP LP of Beneficial Interests,New York Stock Exchange,Energy,Oil & Gas - Midstream,Paul M. Rady,cs
AM,Antero Midstream Partners LP representing limited partner interests,New York Stock Exchange,Energy,Oil & Gas - Midstream,Paul M. Rady,cs
AR,Antero Resources Corporation,New York Stock Exchange,Energy,Oil & Gas - E&P,Paul M. Rady,cs
ANTM,Anthem Inc.,New York Stock Exchange,Healthcare,Health Care Plans,Gail Koziara Boudreaux,cs
ANH,Anworth Mortgage Asset Corporation,New York Stock Exchange,Real Estate,REITs,Joseph Lloyd Mcadams,cs
AON,Aon plc Class A (UK),New York Stock Exchange,Financial Services,Brokers & Exchanges,Gregory C. Case,cs
APA,Apache Corporation,New York Stock Exchange,Energy,Oil & Gas - E&P,John J. Christmann,cs
AIV,Apartment Investment and Management Company,New York Stock Exchange,Real Estate,REITs,Terry Considine,cs
APY,Apergy Corporation,New York Stock Exchange,Energy,Oil & Gas - Services,,cs
ARI,Apollo Commercial Real Estate Finance Inc,New York Stock Exchange,Real Estate,REITs,Stuart A. Rothstein,cs
APO,Apollo Global Management LLC Class A Representing Class A Limitied Liability Company Interests,New York Stock Exchange,Financial Services,Asset Management,Leon D. Black,cs
AIY,Apollo Investment Corporation 6.875% Senior Notes due 2043,New York Stock Exchange,Financial Services,Asset Management,Howard Widra,
AFT,Apollo Senior Floating Rate Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,Joseph Moroney,cs
AIF,Apollo Tactical Income Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,Joseph Moroney,cs
APLE,Apple Hospitality REIT Inc.,New York Stock Exchange,Real Estate,REITs,Justin G. Knight,cs
AIT,Applied Industrial Technologies Inc.,New York Stock Exchange,Industrials,Industrial Distribution,Neil A. Schrimsher,cs
ATR,AptarGroup Inc.,New York Stock Exchange,Consumer Cyclical,Packaging & Containers,Stephan Tanda,cs
APTV,Aptiv PLC,New York Stock Exchange,Consumer Cyclical,Autos,Kevin P. Clark,cs
WTR,Aqua America Inc.,New York Stock Exchange,Utilities,Utilities - Regulated,Christopher H. Franklin,cs
AQ,Aquantia Corp.,New York Stock Exchange,Technology,Semiconductors,Faraj Aalaei,cs
WAAS,AquaVenture Holdings Limited,New York Stock Exchange,Utilities,Utilities - Regulated,Douglas R. Brown,cs
ARMK,Aramark,New York Stock Exchange,Consumer Cyclical,Restaurants,Eric J. Foss,cs
ABR,Arbor Realty Trust,New York Stock Exchange,Real Estate,REITs,Ivan Kaufman,cs
ARC,ARC Document Solutions Inc.,New York Stock Exchange,Industrials,Business Services,Kumarakulasingam Suriyakumar,cs
MT,Arcelor Mittal NY Registry Shares NEW,New York Stock Exchange,Basic Materials,Steel,Lakshmi Niwas Mittal,cs
ARCH,Arch Coal Inc. Class A,New York Stock Exchange,Basic Materials,Coal,John W. Eaves,cs
ADM,Archer-Daniels-Midland Company,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Juan R. Luciano,cs
AROC,Archrock Inc.,New York Stock Exchange,Energy,Oil & Gas - Services,D. Bradley Childers,cs
ARNC,Arconic Inc.,New York Stock Exchange,Industrials,Industrial Products,Charles P. Blankenship,cs
ARCO,Arcos Dorados Holdings Inc. Class A Shares,New York Stock Exchange,Consumer Cyclical,Restaurants,Sergio Alonso,cs
RCUS,Arcus Biosciences Inc.,New York Stock Exchange,Healthcare,Biotechnology,Terry Rosen,cs
ARD,Ardagh Group S.A.,New York Stock Exchange,Consumer Cyclical,Packaging & Containers,Paul Coulson,cs
ASC,Ardmore Shipping Corporation,New York Stock Exchange,Industrials,Transportation & Logistics,Anthony Gurnee,cs
AFC,Allied Capital Corporation 6.875% Notes due April 15 2047,New York Stock Exchange,Financial Services,Asset Management,R. Kipp DeVeer,bo
ACRE,Ares Commercial Real Estate Corporation,New York Stock Exchange,Real Estate,REITs,James Alan Henderson,cs
ARDC,Ares Dynamic Credit Allocation Fund Inc.,New York Stock Exchange,Financial Services,Asset Management,Seth J. Brufsky,cs
ARES,Ares Management L.P. representing Limited Partner Interests,New York Stock Exchange,Financial Services,Asset Management,Michael J. Arougheti,cs
AGX,Argan Inc.,New York Stock Exchange,Industrials,Engineering & Construction,Rainer H. Bosselmann,cs
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,New York Stock Exchange,,,,
ARGO,Argo Group International Holdings Ltd.,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,Mark E. Watson,cs
ANET,Arista Networks Inc.,New York Stock Exchange,Technology,Computer Hardware,Jayshree Ullal,cs
AI,Arlington Asset Investment Corp Class A (new),New York Stock Exchange,Financial Services,Banks,J. Rock Tonkel,cs
AIC,,,,,,
AIW,Arlington Asset Investment Corp 6.625% Notes due 2023,New York Stock Exchange,Financial Services,Banks,J. Rock Tonkel,
AHH,Armada Hoffler Properties Inc.,New York Stock Exchange,Real Estate,REITs,Louis S. Haddad,cs
ARR,ARMOUR Residential REIT Inc.,New York Stock Exchange,Real Estate,REITs,Jeffrey J. Zimmer / Scott J. Ulm,cs
AFI,Armstrong Flooring Inc.,New York Stock Exchange,Basic Materials,Building Materials,Donald R. Maier,cs
AWI,Armstrong World Industries Inc,New York Stock Exchange,Basic Materials,Building Materials,Victor D. Grizzle,cs
ARW,Arrow Electronics Inc.,New York Stock Exchange,Technology,Computer Hardware,Michael J. Long,cs
AJG,Arthur J. Gallagher & Co.,New York Stock Exchange,Financial Services,Brokers & Exchanges,J. Patrick Gallagher,cs
APAM,Artisan Partners Asset Management Inc. Class A,New York Stock Exchange,Financial Services,Asset Management,Eric R. Colson,cs
ASA,ASA Gold and Precious Metals Limited,New York Stock Exchange,Financial Services,Asset Management,David J. Christensen,cs
ABG,Asbury Automotive Group Inc,New York Stock Exchange,Consumer Cyclical,Autos,David W. Hult,cs
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),New York Stock Exchange,Technology,Semiconductors,Jason C.S. Chang,cs
ASGN,ASGN Incorporated,New York Stock Exchange,Industrials,Employment Services,Peter T. Dameris,cs
AHT,Ashford Hospitality Trust Inc,New York Stock Exchange,Real Estate,REITs,Douglas A. Kessler,cs
ASH,Ashland Global Holdings Inc.,New York Stock Exchange,Basic Materials,Chemicals,,cs
APB,Asia Pacific Fund Inc. (The),New York Stock Exchange,Financial Services,Asset Management,,cs
ASPN,Aspen Aerogels Inc.,New York Stock Exchange,Basic Materials,Building Materials,Donald R. Young,cs
AHL,Aspen Insurance Holdings Limited,New York Stock Exchange,Financial Services,Insurance - Specialty,,cs
ASB,Associated Banc-Corp,New York Stock Exchange,Financial Services,Banks,Philip B. Flynn,cs
AC,Associated Capital Group Inc.,New York Stock Exchange,Financial Services,Brokers & Exchanges,Douglas R. Jamieson,cs
AIZ,Assurant Inc.,New York Stock Exchange,Financial Services,Insurance,Alan B. Colberg,cs
AIZP,Assurant Inc. 6.50% Series D Mandatory Convertible Preferred Stock $1.00 par value,New York Stock Exchange,Financial Services,Insurance,Alan B. Colberg,ps
AGO,Assured Guaranty Ltd.,New York Stock Exchange,Financial Services,Insurance - Specialty,Dominic J. Frederico,cs
AZN,Astrazeneca PLC,New York Stock Exchange,Healthcare,Drug Manufacturers,Pascal Soriot,cs
HOME,At Home Group Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,Lewis L. Bird,cs
T,AT&T Inc.,New York Stock Exchange,Communication Services,Communication Services,Randall L. Stephenson,cs
TBB,AT&T Inc. 5.350% Global Notes due 2066,New York Stock Exchange,,,,
ATTO,Atento S.A.,New York Stock Exchange,Industrials,Business Services,Alejandro Reynal,cs
ATH,Athene Holding Ltd. Class A,New York Stock Exchange,Financial Services,Insurance,James R Belardi,cs
ATKR,Atkore International Group Inc.,New York Stock Exchange,Industrials,Industrial Products,John P. Williamson,cs
AT,Atlantic Power Corporation (Canada),New York Stock Exchange,Utilities,Utilities - Independent Power Producers,James J. Moore,cs
ATO,Atmos Energy Corporation,New York Stock Exchange,Utilities,Utilities - Regulated,Michael E. Haefner,cs
AUO,AU Optronics Corp American Depositary Shares,New York Stock Exchange,Technology,Computer Hardware,Paul Peng,cs
ATHM,Autohome Inc. American Depositary Shares each representing one class A.,New York Stock Exchange,Technology,Online Media,Min Lu,cs
ALV,Autoliv Inc.,New York Stock Exchange,Consumer Cyclical,Autos,Jan Carlson,cs
AN,AutoNation Inc.,New York Stock Exchange,Consumer Cyclical,Autos,Michael J. Jackson,cs
AZO,AutoZone Inc.,New York Stock Exchange,Consumer Cyclical,Retail - Apparel & Specialty,,cs
AVLR,Avalara Inc.,New York Stock Exchange,Technology,Application Software,,cs
AVB,AvalonBay Communities Inc.,New York Stock Exchange,Real Estate,REITs,Timothy J. Naughton,cs
AGR,Avangrid Inc.,New York Stock Exchange,Utilities,Utilities - Regulated,James P. Torgerson,cs
AVYA,Avaya Holdings Corp.,New York Stock Exchange,Industrials,Business Services,James M. Chirico,cs
AVY,Avery Dennison Corporation,New York Stock Exchange,Industrials,Industrial Products,Mitchell R. Butier,cs
AVH,Avianca Holdings S.A. American Depositary Shares (Each representing 8 preferred Shares),New York Stock Exchange,Industrials,Airlines,Hernan Rincon Lema,cs
AVA,Avista Corporation,New York Stock Exchange,Utilities,Utilities - Regulated,Scott L. Morris,cs
AVP,Avon Products Inc.,New York Stock Exchange,Consumer Defensive,Consumer Packaged Goods,Jan Zijderveld,cs
AVX,AVX Corporation,New York Stock Exchange,Technology,Computer Hardware,John Sarvis,cs
EQH,AXA Equitable Holdings Inc.,New York Stock Exchange,Financial Services,Insurance,Mark Pearson,cs
AXTA,Axalta Coating Systems Ltd.,New York Stock Exchange,Basic Materials,Chemicals,Charles W. Shaver,cs
AXS,Axis Capital Holdings Limited,New York Stock Exchange,Financial Services,Insurance - Property & Casualty,Albert A. Benchimol,cs
